id,day,month,year,source_database,source_database_encoded,attack_description,industry_type,industry_type_group,industry_type_group_encoded,subcategory,subcategory_group,subcategory_group_encoded,attack_details,ti_safe_score,impact,link_at_the_internet,Africa,Asia,Australia,Europe,North America,South America
214,26,12,2013,CIRWA,0,Ransomware - Greenland,Government,Public,9,Government Facilities,Government,14,"In the small town of Greenland, New Hampshire (population 3,653, based on the 2012 US Census estimates), on the day after Christmas 2013, a town employee opened an email indicating that they had received a voice message from AT&T … and infected the comput",4.0,"No opportunity to weigh the cost of $300 of taxpayer money versus the cost of eight years of taxpayer-funded salary and benefits … no opportunity to ponder the policy of negotiating with terrorists … just gone. One will be left, one will be taken.",aberdeen.com,0,0,0,0,1,0
213,6,11,2013,CIRWA,0,"Ransomware - Swansea, Massachusetts Police Department",Critical Manufacturing,Manufacturing,8,Emergency Services,Healthcare,15,"Digital thieves smuggle ransomware programs with names like KEYHolder, CryptoLocker, or CryptoWall by sending tainted e-mail messages, such as a fake notice from a package delivery service containing a hyperlink that infects the recipient’s computer when ",4.0,The cyberattack on Tewksbury police proved so sophisticated that specialists from federal and state law enforcement agencies — plus two private Internet security firms — could not unscramble the corrupted files. After five days of desperate efforts to unl,bostonglobe.com,0,0,0,0,1,0
212,1,10,2013,RISI,1,Signal problems cause train delays,Transport sector and,Transport,11,Transportation Systems,Transport,25,"A computer glitch affected a control center in Omaha, NE., stopping some of the trains.  Trains on the Union Pacific Northwest, West,  North and Milwaukee District North lines were affected.  Delays were reported to be around a half hour on some lines.",4.0,"	
A computer glitch affected a control center in Omaha, NE., stopping some of the trains.  Delays of a half hour were reported for some lines.",theage.com.au,0,0,0,0,1,0
211,2,1,2013,RISI,1,Virus shuts down county highway department network,Transport sector and,Transport,11,Transportation Systems,Transport,25,The entire computer network of the Cook County Department of Highway and Transportation was shut down for nearly two weeks due to a virus infection.  The Department of Highway and Transportation maintains hundreds of miles of roads in the Chicago area.  I,4.0,The virus attack affected about 200 computers.  It took 5 full time technicians 9 days to get the network cleaned up.,nbcchicago.com,0,0,0,0,1,0
210,14,10,2012,RISI,1,Computer Virus Targets Saudi Arabian Oil Company,Healthcare and Public Health,Health and Homecare,6,Oil and Gas,Oil and Gas,20,"Saudi Arabia’s national oil company, Aramco, said that a cyber attack damaged approximately, 30,000 computers.  The attack was aimed at stopping oil and gas production in Saudi Arabia.  The company shut down its main internal network for more than a week.",4.0,"Approximately, 30,000 computers were affected by the Shamoon virus attack.  The virus spread through Aramco’s network and wiped computers’ hard drives clean.  Fortunately, damage was limited to office computers and no technical operations were impacted.",nytimes.com,0,1,0,0,0,0
209,31,8,2012,RISI,1,Shamoon virus knocks out computers at Qatari gas firm RasGas,Government,Public,9,Oil and Gas,Oil and Gas,20,"RasGas, the second largest producer of liquified natural gas in the world, was attacked by the Shamoon virus about 2 weeks after a similar attack on Saudi Aramco.  The company website and corporate network were shutdown by the virus for several days.  Acc",4.0,The company website and corporate network were shutdown by the virus for several days.,datamation.com,0,1,0,0,0,0
208,12,7,2012,RISI,1,Computer Malfunction Causes Train Delays,Transport sector and,Transport,11,Transportation Systems,Transport,25,A system-wide computer glitch caused train holds and delays.  The glitch affected a computer system that allows Metro’‘s Rail Operations Control Center to determine train locations on a dynamic map and remotely control switches.  The malfunctioning comput,4.0,"Forty-four trains were stopped at the station for about 40 minutes on July 14, 2012.  The computers also went down for about an hour on July 15, 2012.  With fewer trains moving at the time,  controllers radioed individual trains allwoing them to move whil",ibtimes.co.uk,0,0,0,0,1,0
207,10,7,2012,RISI,1,Cascade of Computer Crashes Causes Metro System Shutdown,Transport sector and,Transport,11,Transportation Systems,Transport,25,"	
A computer problem caused the shut down of the Montreal metro system for about an hour.  The problem started when a computer failure caused a shutdown on the orange line.  A cascade of computer crashes followed.  The entire computer system required rebo",4.0,"	
A cascade of computer crashes caused the shutdown of the metro system.  The system was down for about an hour.",montreal.ctvnews.ca,0,0,0,0,1,0
206,8,7,2012,RISI,1,Computer Glitch Stops Trains,Transport sector and,Transport,11,Transportation Systems,Transport,25,A computer glitch cause the Light Rail Transit Line 2 to stop.  The line was down for 30 minutes.,4.0,The glitch stopped rail line operations for 30 minutes.,ibtimes.co.uk,0,1,0,0,0,0
205,19,1,2012,RISI,1,Computer Glitch Leads to Shutdown of Nuclear Reactor,Energy,Energy,4,Energy,Energy,10,One of the two nuclear reactors at the Susquehanna Nuclear Powerplant was shut down because a computer system that controls the reactor’s water level was not functioning properly.  The reactor was shut down manually by operators when they identified the m,4.0,The Unit 2 reactor at the Susquehanna Nuclear Power Plant was safely shut down after operators discovered that a computer system that controls the reactor’s water level was not functioning properly.,toronto.ctvnews.ca,0,0,0,0,1,0
204,18,1,2012,RISI,1,U. S. Power Plant Infected With Malware,Energy,Energy,4,Energy,Energy,10,Malware was discovered at a U. S. powerplant when an employee was experiencing issues with his USB drive.  The USB drive was routinely used for backing up control systems configurations within the control system environment.  The employee asked an IT pers,4.0,"Malware was discovered at a U. S. powerplant when an employee was experiencing issues with his USB drive.  Upon examination of the drive,  three hits for malware were detected.  Two for a common malware and one for a sophisticated malware.  Two engineerin",ibtimes.co.uk,0,0,0,0,1,0
203,17,1,2012,RISI,1,U. S. Electric Utility Virus Infection,Energy,Energy,4,Energy,Energy,10,A virus infection was discovered in a turbine control system at a U. S. power plant.  The infection ultimately impacted approximately 10 computers on the control system network.  A third-party technician used a USB drive that was infected with a variant o,4.0,A virus infection was discovered in a turbine control system at a U. S. power plant.,ibtimes.co.uk,0,0,0,0,1,0
202,16,1,2012,RISI,1,Software Manufacturing Company Firewall Breach,Healthcare and Public Health,Health and Homecare,6,Information Technology,Technology,24,"Telvent Canada, Ltd sent a letter to its customers to inform them of the investigation into a sophisticated cyber attack spanning the U.S., Canada and Spain.  The letter explains that Telvent discovered a breach of its internal firewall and security syste",4.0,"	
Attackers installed malware and stole project files related to OASyS SCADA.  An investigation is continuing.",ibtimes.co.uk,0,0,0,0,1,0
201,11,1,2012,RISI,1,Trains Shut Down Due to Computer Malfunction,Transport sector and,Transport,11,Transportation Systems,Transport,25,"There was a failure of a device in the information management system network.  As a result, controllers in the system’s Rail Operations Control Center could not detect the location of trains in the network or remotely control switches.  Trains came to a c",4.0,"Forty four trains were stopped for about 40 minutes.  Passengers were stranded in trains and stations throughout the District of Columbia, Maryland and Virginia.",ibtimes.co.uk,0,0,0,0,1,0
200,7,1,2012,RISI,1,Iranian Oil Terminal offline after malware attack,Government,Public,9,Oil and Gas,Oil and Gas,20,"Iran has been forced to disconnect key oil facilities after suffering a malware attack. The computer virus is believed to have hit the internal computer systems at Iran’s oil ministry and its national oil company.

Equipment on the Kharg island and at oth",4.0,Equipment on the Kharg island and at other Iranian oil plants has been disconnected from the net as a precaution after suffering a malware attack.,bbc.com,0,1,0,0,0,0
199,6,1,2012,RISI,1,Auto Manufacturer Hacked,Sector and Production,Manufacturing,8,Automotive,Transport,25,A computer virus was detected on the network of an automanufacturer.  Unknown attackers stole employees’ IDs and encrypted passwords after planting a computer virus on the company’s computer systems.  The company waited a week to disclose the attack to al,3.0,A virus was planted on the network of a major auto manufacuter.  Employee user IDs and passwords were transmitted. The company suspects that the hackers were attempting to steal intellectual property.,ibtimes.co.uk,0,0,0,0,1,0
198,5,1,2012,RISI,1,Computer Malfunction Blamed for Major Sewage Spill,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,A major sewage spill occurred sending 2 million gallons of raw sewage into the Tijuana River.  A programmable logic controller failed shutting down pumps and controls.  This resulted in a sewage back up in the facility which ultimately made its way to the,4.0,"A major sewage spill sent 2 million gallons of raw sewage into the Tijuana River in San Ysidro, California.  A programmable logic controller failed shutting down pumps and controls.  This resulted in a sewage back up in the facility which ultimately made ",ibtimes.co.uk,0,0,0,0,1,0
197,4,1,2012,RISI,1,Process Control Network Infected with a Virus,Government,Public,9,Oil and Gas,Oil and Gas,20,"The process control network (PCN) was infected with a virus.  Twelve PC’s on the process control network were infected. The virus infection did not affect production, or cause any environmental or property damage.  The virus was likely introduced via an i",2.0,"Twelve PC’s on theprocess control network were infected with a virus. The virus infection did not affect production, or cause any environmental or property damage.  The virus was likely introduced via an infected laptop.",ibtimes.co.uk,0,0,0,0,0,1
196,3,1,2012,RISI,1,Wastewater Treatment District Hacked,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"The former chief financial officer of the Key Largo Wastewater Treatment Distict, Salvatore Zappulla,  has been arrested and charged with hacking the district’s computer system.  Zappulla faces 21 felony counts including 13 counts of computer crime with i",4.0,"	
The Key Largo Wastewater Treatment District was hacked by a former employee resulting in modification and deletion of files.  The former chief financial officer allegedly used the login and password information of current district employees to access th",ibtimes.co.uk,0,0,0,0,1,0
195,14,11,2011,RISI,1,Water Utility Hack Destroys Pump,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"The control system of the city water utility in Springfield, Illinois was hacked.  Hackers gained remote access to the control system causing the system to turn on and off repeatedly leading to the burnout of a water pump.  On November 8, 2011 ,  a water ",4.0,"The SCADA system of a water utility was hacked.  As a result, the system turned on and off repeadedly leading to the burnout of a water pump.",theregister.com,0,0,0,0,1,0
194,10,6,2011,RISI,1,Control system failure causes bridge delays,Transport sector and,Transport,11,Transportation Systems,Transport,25,"	
Problems with the bridge control system while opening and closing the bridge resulted in delays for motorists.  The bridge typically closes for 90 minutes each day, but the control system problem caused a two-hour delay. Hundreds of people and their veh",4.0,"	
Hundreds of people and their vehicles were stranded for more than 4 hours on both sides of the Berbice River.",kaieteurnewsonline.com,0,0,0,0,0,1
193,17,1,2011,RISI,1,Computer Glitch Causes Shutdown of Airport People Mover,Transport sector and,Transport,11,Transportation Systems,Transport,25,"	
A computer malfunction caused the shutdown of the Sacramento International Airport automated people mover.  The people mover that connects the airport’s Terminal B with the jet concourse building was closed for 2 hours.  Technicians shut down the people",4.0,Data leakage,ibtimes.co.uk,0,0,0,0,1,0
192,16,1,2011,RISI,1,Malware Shuts Down Hospital,Government,Public,9,Healthcare and Public Health,Healthcare,15,"Malware was found in a Georgia hospital.  Computer interconnectivity was affected.  The hospital had to declare “total diversion” status for two of its campuses.  A “total diversion” status means that ambulances had to divert patients to other hospitals, ",4.0,The hospital had to divert patients to other hospitals nearby.  The loss of computer communications within the hospital forced the use of couriers to deliver important documents. Databases and patient records were not compromised.,ibtimes.co.uk,0,0,0,0,1,0
191,15,1,2011,RISI,1,South Houston Water Treatment Plant Hack,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"A hacker claims to have penetrated the network of a South Houston water treatment plant.  His intent was to expose vulnerabilities in critical industrial controls and show how easily they can be compromised.  Using the name “prof”, the hacker posted on Pa",4.0,"	
No actions were taken after gaining access.  However, the hacker believes his level of access would have allowed him to “play with a few settings; turn off components, and lock people out of the remote access service for a time”.",ibtimes.co.uk,0,0,0,0,1,0
190,13,1,2011,RISI,1,Malware a Factor in Spanair Plane Crash,Transport sector and,Transport,11,Transportation Systems,Transport,25,"On August 20, 2008 Spanair flight 5022 crashed just after takeoff from Madrid-Brajas International Airport killing 154.  There were 18 survivors.  A preliminary investigation by the US National Transportation Safety Board indicated that the plane had take",4.0,"	
A Trojan infected computer may not have detected three technical issues that caused the plane to crash shortly after take-off.  The crash resulted in the death of 154 passengers.  Eighteen passengers survived.  The final accident report is expected in D",zdnet.com,0,0,0,1,0,0
189,12,1,2011,RISI,1,Computer glitch causes BART train service shutdown,Transport sector and,Transport,11,Transportation Systems,Transport,25,"	
BART train service was shutdown due to a computer glitch.  An initial assessment of the problem was that a network router issue was incorrectly displaying data at the operations control center.  Because the control center could not monitor the trains, t",4.0,The Bay Area Rapid Transit (BART) system was shut down for about 4 hours due to a computer glitch.,sanfrancisco.cbslocal.com,0,0,0,0,1,0
188,11,1,2011,RISI,1,Computer glitch causes delayed and canceled flights,Transport sector and,Transport,11,Transportation Systems,Transport,25,"	
A United Airlines computer outage caused the cancellation of 36 flights and delays of about 100 flights worldwide and in the United States.  The outage was caused by “a connectivity isse and United’s back-up system didn’t implement properly”  according ",4.0,The computer glitch resulted in 36 canceled flights and about 100 delayed flights.,abcnews.go.com,0,0,0,0,1,0
187,9,1,2011,RISI,1,Circuit card shuts down nuclear plant,Energy,Energy,4,Energy,Energy,10,The Watts Bar Nuclear Plant’s Unit 1 reactor shut down. A malfunction in a circuit card on a newly installed computer system that assists the operation of the plant’s turbine.  The malfunction caused the turbine to trip causing the reactor to shut down.  ,4.0,The unplanned shutdown lasted for 3 days.,timesfreepress.com,0,0,0,0,1,0
186,8,1,2011,RISI,1,Computer Glitch Causes Ride Shutdown,Transport sector and,Transport,11,Transportation Systems,Transport,25,The computer systems on the Skywheel ride were not communicating with each other resulting in an error message that stopped the wheel from spinning.  The ride was shut down for 17 hours. Passengers were unloaded safely.,4.0,A computer glitch cause the Skywheel to stop turning resulting in a 17 hour shutdown.,ibtimes.co.uk,0,0,0,0,1,0
185,7,1,2011,RISI,1,Computer glitch blamed for train signalling failure,Transport sector and,Transport,11,Transportation Systems,Transport,25,"A computer glitch was blamed for a failure at the Sydenham signalling complex.  The computer failure prevented a switch to a backup signalling system.  As a result, all trains were given a red signal and stopped.  Approximately 100,000 commuters experienc",4.0,Rail service on six lines stopped when signalling equipment failed.  Commuters experienced delays for more than nine hours.,ibtimes.co.uk,0,0,1,0,0,0
184,6,1,2011,RISI,1,Emergency flight landing caused by computer glitch,Transport sector and,Transport,11,Transportation Systems,Transport,25,"The crew of United Airlines Flight 497 declared an emergency landing   while the plane was at 4,000 feet 6 minutes after taking off due to the automated warnings of smoke in the equipment bay.  The electronic centralized aircraft monitoring (ECAM) system ",4.0,A computer glitch in the electronic centralized aircraft monitoring system resulted in a smoke warning.  The crew proceeded with an emergency landing.  The NTSB preliminary report indicated that there was no smoke or fire onboard.,ibtimes.co.uk,0,0,0,0,1,0
183,5,1,2011,RISI,1,Faulty Signaling Software Causes Train Delays,Transport sector and,Transport,11,Transportation Systems,Transport,25,A signaling fault caused all signals to turn to red at about 1:10pm.  Five passenger services and five freight trains were shutdown between York and Northallerton.  There were delays across the country.  A temporary fix restored service to 10 stationary t,4.0,"	
Both passenger and freight trains were shutdown resulting in Delays and cancellations of train schedules.",ibtimes.co.uk,0,0,0,1,0,0
182,4,1,2011,RISI,1,Computer Glitch Prevents Return of Gas Service,Healthcare and Public Health,Health and Homecare,6,Oil and Gas,Oil and Gas,20,"Noble energy had permission to stop the supply of gas to increase the pressure to enable the production of more natural gas.  The 12 hour operation was successful.  However, a computer glitch temporarily prevented the return of gas service.",4.0,A computer glitch delayed the restart of gas service after a planned shutdown.,ibtimes.co.uk,0,1,0,0,0,0
181,3,1,2011,RISI,1,Steel plant infected with Conficker,Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,"On February 6, 2011, the ALSPA system stopped.  An investigation revealed that there was a Conficker virus infection in all machines of the ALSPA system.  The worm spread throughout the power plant automation network (and probably in other automation netw",4.0,The Conficker virus infected all machines of the ALSPA system.  The worm spread throughout the power plant automation network.  The virus flooded the network with unwanted packets and caused an instability in the communications between PLC’s and superviso,ibtimes.co.uk,0,0,0,0,0,1
180,2,1,2011,RISI,1,Hacker froze operations at pharmaceutical company,Government,Public,9,Healthcare and Public Health,Healthcare,15,"Jason Cornish, a former IT employee of Shionogi, Inc. , gained unauthorized access to the computer network.  Cornish used a Shiongi user account to access a company server.  Once the server was accessed, Cornish took control of a piece of software that he",4.0,"The deleted servers housed most of Shionogi’s American computer infrastructure.  The attack effectively froze operations for a number of days.  The company suffered at least $300,000 in losses.",reliasmedia.com,0,0,0,0,1,0
179,1,1,2011,RISI,1,Control system failure caused phosphine leak,Emergency,Defense,3,Chemical,Chemical and Farmaceutic industry,4,"The chemical reaction control system failed.  As a result, there was a leak of phosphine gas.  Three people died and over two dozen people were sickened by the gas.",4.0,The phosphine gas leak caused the death of 3 people and sickened over two dozen others.  The incident is being investigated.,ibtimes.co.uk,0,1,0,0,0,0
178,11,6,2010,SCIDMARK ,3,"The city of Lake Havasau, California, experienced a water shortage problem due to a SCADA system failure.",Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"The city of Lake Havasau, California, experienced a water shortage problem, causing thousands of local residents to be left without water.",3.0,"Thousands of local residents were left without water and it took 24 hours for each of the storage tanks to reach their 6-8 million gallon capacity. Once the water system has reached capacity, water division personnel turn off the pumps so they can be rest",ibtimes.co.uk,0,0,0,0,1,0
177,15,1,2010,RISI,1,Water plant shut down by computer glitch,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,A computer shut down in the plant caused water processing to stop.  The water continued to be pumped into the building from the resevoir causing the water to rise up from a manhole across the street from the plant.,4.0,Water processing stopped as a result of a computer glitch.  The continual pumping of water from the resevoir intothe plant caused water to flow out of a manhole onto the street.,ibtimes.co.uk,0,0,0,0,1,0
176,14,1,2010,RISI,1,Malware Targets Uranium Enrichment Facility,Energy,Energy,4,Energy,Energy,10,"Anti-virus specialists in Belarus discovered a worm, known as Stuxnet, that propagates by exploiting a previously unknown Windows vulnerability.  Once the machine is infected, a Trojan looks to see if the computer is running Siemens’ Simatic WinCC or PCS ",4.0,Uranium enrichment was shut down for at least one week in November 2010.,ibtimes.co.uk,0,1,0,0,0,0
175,13,1,2010,RISI,1,Gas Leak Caused by Computer Malfunction,Energy,Energy,4,Energy,Energy,10,"A computer malfunction caused gas pipelines to be flooded.  The levels of gas was higher than expected causing conern with the area residents.  The elevated gas levels activated safety systems to relieve the pressure.  However,  12 relief valves were blow",4.0,"A computer malfunction led to gas lines becoming flooded. Though safety systems were activated, 12 relieve valves were blown.",ibtimes.co.uk,0,0,0,0,1,0
174,12,1,2010,RISI,1,San Bruno Pipeline Explosion,Energy,Energy,4,Energy,Energy,10,"	
On September 9, 2010, a natural gas pipeline ruptured in a residential area.  Approximately 47.6 million standard cubic feet of natural gas was released.  The rupture created a crater approximately 72 feet long by 26 feet wide.  The gas ignited and the ",4.0,"	
On September 9, 2010, a natural gas pipeline ruptured in a residential area.  Approximately 47.6 million standard cubic feet of natural gas was released.  The rupture created a crater approximately 72 feet long by 26 feet wide.  The gas ignited and the ",ibtimes.co.uk,0,0,0,0,1,0
173,11,1,2010,RISI,1,Faulty Train Signal Sends Train on Collision Course,Transport sector and,Transport,11,Transportation Systems,Transport,25,"	
A tube train was sent into the path of another train during rush hour.  Transport for London said a “signal irregularity” caused a westbound train to end up on the eastbound track heading directly towards another train in Plaistow station.  A senior Tub",4.0,A tube train was sent into the path of another train during rush hour.  Services were suspended for about six hours while an investigation took place.  A fault was found with the signalling equipment at Plaistow station.,dailymail.co.uk,0,0,0,1,0,0
172,10,1,2010,RISI,1,Computer Glitch Causes Water Outage,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"Two water tanks emptied leaving residents without water for about an hour and 15 minutes.  A computer indicated that the two tanks were full.  The tanks were acutally dropping and not refilling.  There is an alert system to detect low water levels, but th",4.0,Water level monitors did not detect the dropping water levels.  Two water tanks went dry and residents were without water for an hour and 15 minutes.,ibtimes.co.uk,0,0,0,0,1,0
171,9,1,2010,RISI,1,Control system failure causes shutdown of liquified natural gas terminal,Energy,Energy,4,Energy,Energy,10,"	
A “sensor system malfunction” caused a shutdown of the LNG terminal for about 30 minutes. The National Response Center was notified.",4.0,The LNG terminal was shutdown for about 30 minutes.,ibtimes.co.uk,0,0,0,0,1,0
170,8,1,2010,RISI,1,SCADA Water System Fails,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"The overall system is linked to a SCADA which notifies on-call system operators when the pumps have failed or if water is too low in the storage tanks.  For some unknown reason, SCADA did not alert personnel to the low water levels or pump failure alerts.",4.0,Lake Havasu City residents had little or no water flow.,ibtimes.co.uk,0,0,0,0,1,0
169,7,1,2010,RISI,1,Malware Shuts Down Milling Factory,Agricultural,Agricultural,0,"Agriculture, food and beverage",Agricultural,2,"A 350-ton capacity multi-purpose mill probably for wheat flour, was shut down due to the Stuxnet virus.",4.0,"A 350-ton capacity multi-purpose mill probably for wheat flour, was shut down due to the Stuxnet virus.",ibtimes.co.uk,0,1,0,0,0,0
168,6,1,2010,RISI,1,Computer Glitch Causes Monongahela Incline Shut Down,Transport sector and,Transport,11,Transportation Systems,Transport,25,"About 5,000 barrels of oil spilled from the trans-Alaska pipeline.  The pipeline was shut down for 79 hours. The disruption resulted in $45 million/day in North Slope production and about $13 million in state revenue. There is a crew of about 125 people o",4.0,"	
The Monongahela Incline was shut down.  Shuttle bus service was provided between the lower and upper incline stations.",ibtimes.co.uk,0,0,0,0,1,0
167,5,1,2010,RISI,1,Trans-Alaska pipeline spill,Government,Public,9,Oil and Gas,Oil and Gas,20,"A spill from the trans-Alaska pipleline totaled about 5,000 barrels, making it the third-largest spill from the 800-mile pipeline.  Alyeska Pipeline Services Co. kept the pipeline shutdown for 3 days after discovering the spill at Pump Station 9 near Delt",4.0,"About 5,000 barrels of oil spilled from the trans-Alaska pipeline.  The pipeline was shut down for 79 hours. The disruption resulted in $45 million/day in North Slope production and about $13 million in state revenue. There is a crew of about 125 people o",ibtimes.co.uk,0,0,0,0,1,0
166,4,1,2010,RISI,1,SCADAlalarm & PCAnywhere compatibility,Energy,Energy,4,Energy,Energy,10,"	
A new version of PCAnywhere (12.5) was purchased.  Some strange compatibility issues with SCADAlarm were discovered. When PCAnywhere 12.5 is set up as a host on Windows 2000 machines, and accessed the host over the SCADA network, everything worked fine.",4.0,"	
The incompatibility of PCAnywhere and SCADAlarm caused SCADAlarm to become non-functional.",ibtimes.co.uk,0,0,0,0,1,0
165,3,1,2010,RISI,1,Power Failure Leads to Sewage Spill in Washington,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"	
A power failure shut down water-treating equipment at the Mabton water treatment plant.  A computer designed to detect loss of power failed to operate.  As a result, it failed to automatically switch the plant to a back up generator and alert the plant ",4.0,"A computer system failed to detect the loss of power at the Mabton water treatment plant.  The back up generator was not automatically switched on as expected. 370,000 gallons of raw sewage spilled into the Yakima River.  The spill did not affect drinking",ibtimes.co.uk,0,0,0,0,1,0
164,2,1,2010,RISI,1,Cyber Attack on Texas Electricity Provider,Energy,Energy,4,Energy,Energy,10,"An investigation by Local 2 uncovered details about a so-called “cyber attack” on the Lower Colorado River Authority’s (LCRA)computer system.  A confidential e-mail obtained by local 2 describes the details of how a “single IP address in China” tried 4,88",4.0,"A single IP address in China tried to log in to the Colorado River Authority’s computer system.  All 4,800 attempts failed.",ibtimes.co.uk,0,0,0,0,1,0
163,1,1,2010,RISI,1,Disgruntled Employee Remotely Disables Cars using the Webtech Plus System,Sector and Production,Manufacturing,8,Automotive,Transport,25,A man fired from a Texas auto dealership used an internet service to remotely disable ignitions and set off car horns of more than 100 vehicles sold at his former workplace.  Omar Ramos-Lopez used a former colleagues password to access the Webtech Plus sy,3.0,"	
Car ignitions were disabled and horns were activated remotely in an act of sabotage.  The vehicle owners could not operate their vehicles and many missed work and had to have their cars towed.",ibtimes.co.uk,0,0,0,0,1,0
162,23,1,2009,RISI,1,Computer Glitch Causes Sewage Spill,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"About 6:30 on Christmas night, sewage was diverted to due to a blockage.  A malfunction alarm that should have alerted workers at an offsite control room, but that did not occur.  As much as 2.4 million gallons of sewage was blocked from flowing into the ",4.0,As much as 2.4 million gallons of sewage spilled into Murrieta Creek.  A malfunction alarm did not alert off-site workers.  The spill was not discovered for 12 hours.  The San Diego Regional Water Quality Control Board will determine if Eastern will be fi,ibtimes.co.uk,0,0,0,0,1,0
161,22,1,2009,RISI,1,Faulty Water Level Alarm Cause of Sewage Spill,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"A sewage spill in Lebanon Missouri was blamed on a faulty alarm.  An estimated 18,000 gallons of partially treated wastewater and sludge was released from Lebanon’s sewage plant.  The high-water-level alarm malfunctioned allowing the partially treated was",4.0,"An estimated 18,000 gallons of partially treated wastewater and sludge was released into the Dry Auglaise Creek.  The overflow continued for approximately 3 hours.  The Department of Natural Resources is investigating to determine the extent of environmen",ibtimes.co.uk,0,0,0,0,1,0
160,21,1,2009,RISI,1,Puget Sound Sewage Spill,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"A sensor on a valve malfunctioned and resulted in the release of 10 milliion gallons of untreated wastewater into Puget Sound.  In the early morning at the West Point plant in Discovery Park, a mishap with a sensor sent the roughly 5-to-1 mixture of storm",4.0,A faulty sensor is responsible for the release of 10 million gallons of untreated wastewater in Puget Sound.  This spill is being called King County’s worst spill in decades.,ibtimes.co.uk,0,0,0,0,1,0
159,20,1,2009,RISI,1,Computer Error Causes Flight Delays,Transport sector and,Transport,11,Transportation Systems,Transport,25,"A software glitch caused flight delays across the country.  The problem made it impossible for airlines to enter flight plan information into the National Airspace Data Interchange Network (NADIN).  FAA personel entered the information manually, therefore",4.0,"	
A software problem caused flight delays across the country.  This was not the first serious problem.  A similar incident occurred in 2008.  See RISI incident no. 169.  The software configuration problem being attributed with a router in Salt Lake City, ",ibtimes.co.uk,0,0,0,0,1,0
158,19,1,2009,RISI,1,Refinery Explosion and Fire Caused by Non-Functioning Computerized Level Monitoring System,Energy,Energy,4,Oil and Gas,Oil and Gas,20,A large vapor cloud ignited at the Caribbean Petroleum facility near San Juan Puerto Rico.  The explosion damaged homes and businesses over a mile from the facility.  At the time of the incident a tank was being filled with gasoline from a ship docked in ,4.0,Homes and businesses were damaged as a result of the blast.  Damage extended over a mile away from the facility.,ibtimes.co.uk,0,0,0,0,1,0
157,18,1,2009,RISI,1,PC_SALITY.EN Virus Infects DCS Servers and Historians,Energy,Energy,4,Chemical,Chemical and Farmaceutic industry,4,OPC Services stopped running on two OPC servers following a hardware & application software upgrade of 4 OPC client machines that were connected to the servers.  The client upgrades were aborted and the old machines were reinstalled.  The OPC servers coul,3.0,"	
Operators ran the plant “blind” for over 8 hours while engineering rebuilt both of the OPC servers.",ibtimes.co.uk,1,0,0,0,0,0
156,16,1,2009,RISI,1,Energy Company Virus Attack,Energy,Energy,4,Energy,Energy,10,"A virus attack on Integral Energy’s computer network forced the company to restructure all of its 1,000 desktops.  Eternal security experts were called in to rebuild all of the desktop computers to contain and remove the virus.  The malware had not affect",4.0,"Integral Energy’s computer network was infected with the W32.Virut.CF virus.  All 1,000 of its desktop computers had to be rebuilt.",ibtimes.co.uk,0,0,1,0,0,0
155,15,1,2009,RISI,1,Computer Glitch Floods Neighborhood,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"A computer glitch caused pumps on the city’s water tank to fail to shut down when the tank was full.  The electronic equipment used to monitor the tank gave a false reading when the tank was full.  The pump produces 7,000 gallons per minute.  Tens of thou",4.0,"Tens of thousdands of gallons of water, mud and rocks streamed down a mountainside into the Cedar Hills neighborhood causing minimal damage to one home.",ibtimes.co.uk,0,0,0,0,1,0
154,14,1,2009,RISI,1,Lightning Strikes Cause Sewage Pump Station Overflow,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"The sewage pump stations at Austin Run and Potomac Hills overflowed due to lightning strikes that disabled the flow transducers at both stations.  The pump transducers control the pumps that move effluent from the wells to the Aquia treatment center.

The",4.0,"The Austin Run station overflowed approximate 2.5 million gallons into Austin Run and Aquia Creek. The Potomac Hils station overflowed approximately 55,000 gallons into Aquia Creek.",ibtimes.co.uk,0,0,0,0,1,0
